Country ISO3,Country Name,Indicator Id,Indicator,Subindicator Type,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
NZL,New Zealand,346,Gross national savings (% of GDP),% of GDP,14.682,13.25,12.827,20.413,19.625,19.137,19.762,19.113,20.104,19.546,17.704,15.597,15.494,17.662,18.957,19.421,18.345,18.67,18.193,18.147,19.314,21.265,21.003,21.28,20.296,18.227,17.235,17.852,15.716,17.506,25.358,20.147,17.431,19.028,19.403,20.314,20.899,20.48,20.412,20.714,20.879,21.191,21.161,20.939,20.841,20.803,20.763
NZL,New Zealand,347,"Inflation, average consumer prices",Index,30.458,35.164,40.835,43.874,46.564,53.725,60.828,70.416,74.888,79.168,83.996,86.182,87.057,88.178,89.717,93.086,95.214,96.344,97.563,97.451,100,102.626,105.373,107.221,109.677,113.008,116.811,119.586,124.321,126.951,129.873,135.104,136.536,138.085,139.78,140.19,141.095,143.707,146.004,148.368,150.912,153.679,156.209,158.92,162.263,165.717,169.328
NZL,New Zealand,352,Population (WEO),Value,3.108,3.125,3.149,3.179,3.211,3.242,3.272,3.301,3.331,3.366,3.406,3.496,3.533,3.574,3.622,3.676,3.734,3.783,3.816,3.837,3.86,3.887,3.951,4.028,4.089,4.136,4.185,4.226,4.262,4.305,4.353,4.386,4.411,4.447,4.52,4.613,4.717,4.815,4.902,4.986,5.09,5.123,5.179,5.254,5.335,5.417,5.501
NZL,New Zealand,354,General government total expenditure,National Currency,,,,,,20.886,24.565,28.783,32.001,35.272,37.987,39.885,40.604,38.79,38.136,39.472,40.087,40.874,42.507,43.68,45.344,47.049,49.17,51.928,55.338,59.692,63.965,67.949,73.083,77.623,86.743,89.522,85.916,88.101,90.772,93.743,97.268,102.089,109.539,123.779,136.616,138.752,139.223,141.855,144.976,149.255,155.214
NZL,New Zealand,355,General government net lending/borrowing,National Currency,,,,,,-3.167,-2.807,-2.159,-1.325,-1.614,-2.119,-4.646,-4.869,-1.289,1.75,3.478,2.561,1.256,-0.534,-1.267,0.172,1.593,3.376,5.177,6.834,8.206,7.759,6.542,2.74,-3.535,-10.912,-10.425,-4.782,-2.963,-1.073,0.787,2.713,3.647,3.439,-7.243,-18.349,-17.182,-13.57,-10.021,-6.474,-2.842,-0.948
NZL,New Zealand,356,General government structural balance,National Currency,,,,,,-2.246,-2.071,-1.724,-0.818,-0.587,-0.512,-1.856,-1.583,0.592,1.779,2.518,1.794,1.46,0.84,-0.106,0.519,1.592,2.421,2.957,3.966,5.037,4.105,4.652,2.296,-2.566,-8.761,-7.93,-2.417,-0.527,0.762,1.61,2.8,2.96,2.308,-5.415,-14.765,-15.043,-12.513,-9.647,-6.333,-2.938,-0.993
NZL,New Zealand,357,General government primary net lending/borrowing,National Currency,,,,,,-0.637,-0.285,1,2.446,2.765,2.908,1.002,1.209,4.795,7.674,9.335,7.88,5.869,3.646,2.574,3.984,4.58,6.14,7.939,9.492,10.266,9.141,7.6,3.439,-2.843,-9.634,-8.723,-2.822,-1.178,0.471,2.4,4.422,5.417,5.301,-5.259,-15.919,-14.182,-9.808,-5.447,-1.405,2.612,4.742
NZL,New Zealand,358,General government net debt,National Currency,,,,,59.307,56.868,53.794,48.062,44.815,43.959,44.512,50.732,54.873,52.421,46.832,40.536,35.758,33.336,33.044,32.323,35.847,34.225,30.983,26.103,19.711,12.063,4.803,-1.373,-4.134,-1.959,5.028,13.909,18.401,19.644,19.118,18.482,17.684,15.904,14.272,22.197,47.297,73.293,90.646,102.129,106.911,106.081,102.432
NZL,New Zealand,359,General government gross debt,National Currency,,,,,,29.012,35.864,39.27,37.945,40.486,42.518,43.641,45.347,45.229,43.602,,37.441,35.984,36.5,35.587,35.532,35.566,35.289,34.984,34.435,33.416,31.09,29.879,36.001,46.694,59.808,73.27,77.151,78.856,82.334,86.095,89.018,89.167,85.001,102.227,133.12,156.445,177.756,193.35,205.164,209.916,210.864
NZL,New Zealand,360,Gross domestic product corresponding to fiscal year,National Currency,23.117,26.943,30.864,33.572,38.63,45.176,52.297,62.36,69.271,73.625,76.68,75.247,77.298,82.843,89.058,94.776,100.436,103.9,105.802,111.131,118.371,126.25,133.656,141.634,152.975,160.722,168.894,183.171,189.427,191.961,201.426,211.01,215.95,228.03,240.888,251.606,266.818,286.724,302.802,318.868,322.034,337.491,352.142,366,381.918,399.628,418.32
NZL,New Zealand,362,Volume of imports (% change),Percent change,-3.159,3.811,8.088,-7.398,20.96,-0.161,-1.199,10.758,-3.408,20.773,6.859,-7.622,10.109,7.978,14.988,8.574,7.979,3.562,-0.503,15.734,-1.172,3.164,11.254,8.352,17.394,5.517,-2.054,8.68,3.31,-15.986,11.462,6.776,3.87,6.662,8.937,4.98,3.707,7.624,5.859,0.646,-11.54,12.065,6.484,3.311,3.492,3.517,3.674
NZL,New Zealand,363,Volume of exports (% change),Percent change,4.408,2.927,-0.416,6.513,3.85,10.167,1.211,-4.686,2.511,-0.858,8.625,13.012,2.682,4.301,8.194,2.789,5.609,6.175,1.395,4.322,6.886,2.13,6.014,4.08,6.113,0.083,2.35,5.986,-1.071,3.819,4.942,1.934,4.428,0.888,2.581,3.868,1.59,1.727,2.659,2.757,-3.408,7.764,7.636,5.039,4.861,3.892,3.108
NZL,New Zealand,2777,General government total expenditure,% of GDP,,,,,,46.232,46.972,46.157,46.197,47.907,49.539,53.006,52.529,46.823,42.821,41.648,39.913,39.34,40.176,39.305,38.307,37.267,36.788,36.664,36.175,37.14,37.873,37.096,38.581,40.437,43.064,42.425,39.785,38.636,37.682,37.258,36.455,35.605,36.175,38.818,42.423,41.113,39.536,38.758,37.96,37.349,37.104
NZL,New Zealand,2779,General government net lending/borrowing,% of GDP,,,,,,-7.009,-5.368,-3.463,-1.912,-2.192,-2.763,-6.174,-6.299,-1.556,1.966,3.67,2.55,1.209,-0.505,-1.14,0.145,1.262,2.526,3.655,4.468,5.106,4.594,3.571,1.447,-1.841,-5.417,-4.94,-2.214,-1.299,-0.445,0.313,1.017,1.272,1.136,-2.271,-5.698,-5.091,-3.853,-2.738,-1.695,-0.711,-0.227
NZL,New Zealand,2781,General government structural balance,% of GDP,,,,,,,,,,,,,,,,2.653,1.798,1.406,0.775,-0.095,0.439,1.253,1.823,2.118,2.665,3.222,2.498,2.63,1.226,-1.31,-4.251,-3.662,-1.092,-0.225,0.311,0.634,1.049,1.038,0.77,-1.708,-4.393,-4.378,-3.533,-2.63,-1.658,-0.735,-0.237
NZL,New Zealand,2783,General government primary net lending/borrowing,% of GDP,,,,,,-1.409,-0.545,1.603,3.531,3.756,3.792,1.332,1.564,5.788,8.617,9.85,7.845,5.649,3.446,2.317,3.366,3.628,4.594,5.605,6.205,6.388,5.412,4.149,1.815,-1.481,-4.783,-4.134,-1.307,-0.516,0.195,0.954,1.657,1.889,1.75,-1.649,-4.943,-4.202,-2.785,-1.488,-0.368,0.654,1.134
NZL,New Zealand,2785,General government net debt,% of GDP,,,,,153.525,125.881,102.863,77.073,64.696,59.706,58.049,67.421,70.989,63.278,52.586,42.771,35.603,32.085,31.232,29.086,30.284,27.109,23.181,18.43,12.885,7.506,2.844,-0.75,-2.182,-1.021,2.496,6.591,8.521,8.615,7.936,7.346,6.628,5.547,4.713,6.961,14.687,21.717,25.741,27.904,27.993,26.545,24.487
NZL,New Zealand,2787,General government gross debt,% of GDP,,,,,,64.22,68.578,62.973,54.778,54.99,55.449,57.997,58.666,54.596,48.959,43.501,37.278,34.633,34.498,32.023,30.018,28.171,26.403,24.7,22.51,20.791,18.408,16.312,19.005,24.324,29.692,34.723,35.726,34.581,34.179,34.218,33.363,31.098,28.071,32.059,41.337,46.355,50.478,52.828,53.719,52.528,50.407
NZL,New Zealand,3092,"Inflation, average consumer prices",Percent change,17.079,15.451,16.126,7.445,6.129,15.38,13.221,15.762,6.351,5.716,6.098,2.602,1.015,1.288,1.745,3.755,2.286,1.187,1.265,-0.114,2.615,2.626,2.677,1.754,2.29,3.037,3.365,2.376,3.959,2.116,2.302,4.028,1.06,1.134,1.228,0.293,0.646,1.851,1.598,1.62,1.715,1.834,1.646,1.735,2.103,2.129,2.179
NZL,New Zealand,3296,Unemployment rate (% of total labor force) (WEO),%,4.019,3.911,4.358,6.241,7.186,3.922,4.2,4.225,5.8,7.325,7.975,10.625,10.675,9.8,8.35,6.45,6.325,6.875,7.725,7.05,6.15,5.475,5.3,4.75,4.025,3.8,3.875,3.625,4.025,5.9,6.2,6.05,6.45,5.825,5.425,5.425,5.175,4.725,4.3,4.125,4.6,5.105,4.904,4.7,4.534,4.421,4.412
OMN,Oman,345,Total investment (% of GDP),% of GDP,20.476,21.095,24.336,24.203,24.863,25.077,26.077,15.629,15.184,14.08,12.348,15.02,16.354,19.087,15.743,14.98,13.696,17.645,34.054,21.821,15.371,17.212,19.005,23.201,27.902,21.426,27.152,34.073,36.478,28.208,26.128,24.488,24.39,26.596,20.311,30.167,28.862,27.504,24.35,20.177,19,20.5,21.2,21.5,21.7,22,22.1
OMN,Oman,346,Gross national savings (% of GDP),% of GDP,30.548,33.8,24.655,28.465,26.039,26.163,13.893,25.455,11.028,17.632,22.047,13.712,12.543,8.065,10.145,9.445,15.59,16.225,11.907,19.137,31.417,27.373,27.439,29.918,31.546,38.085,42.368,39.919,44.715,27.167,34.686,37.526,34.593,33.213,25.875,14.312,9.71,11.951,18.978,14.752,9.007,14.107,18.479,18.821,19.707,20.157,20.317
OMN,Oman,347,"Inflation, average consumer prices",Index,83.96,89.333,91.6,89.7,83.1,79.8,85.9,88.1,89.5,90.9,100,104.6,105.6,106.8,106.1,104.9,105.42,105.041,105.491,106.031,104.762,103.881,103.584,103.776,104.562,106.508,109.921,116.397,131.016,135.651,140.067,145.714,149.992,151.861,153.395,153.495,155.198,157.677,159.066,159.279,157.84,163.793,167.729,172.442,174.081,175.718,177.369
OMN,Oman,352,Population (WEO),Value,1.357,1.47,1.47,1.583,1.696,1.696,1.809,1.922,1.922,2.035,1.843,1.91,1.979,2.047,2.112,2.172,2.225,2.274,2.318,2.361,2.402,2.443,2.484,2.526,2.57,2.618,2.67,2.726,2.785,2.883,2.998,3.295,3.623,3.855,3.992,4.159,4.414,4.56,4.602,4.618,4.445,4.572,4.703,4.853,5.009,5.169,5.334
OMN,Oman,354,General government total expenditure,National Currency,,,,,,,,,,,1.88,1.872,2.203,2.206,2.263,2.327,2.255,2.24,2.229,2.343,2.672,2.841,3.028,3.229,3.718,4.181,4.92,5.706,6.867,7.116,7.643,10.279,12.983,13.588,14.763,13.481,12.888,12.425,13.836,12.947,12.548,10.852,11.485,11.8,11.72,11.723,11.882
OMN,Oman,355,General government net lending/borrowing,National Currency,,,,,,,,,,,0.246,0.006,-0.266,-0.376,-0.425,-0.237,0.149,0.333,-0.27,0.021,1.041,0.644,0.471,0.563,0.593,1.53,2.002,1.948,3.934,-0.058,1.236,2.455,1.369,1.417,-0.337,-4.225,-5.283,-3.408,-2.557,-1.956,-4.208,-1.245,-0.464,-0.465,-0.077,0.047,0.085
OMN,Oman,357,General government primary net lending/borrowing,National Currency,,,,,,,,,,,0.224,-0.042,-0.276,-0.396,-0.429,-0.216,0.172,0.356,-0.267,0.055,1.065,0.636,0.441,0.385,0.516,1.427,1.806,1.699,3.649,-0.25,1.04,2.332,0.984,0.778,-0.662,-4.274,-5.488,-3.63,-2.103,-1.465,-3.495,-0.721,0.285,0.441,0.798,0.985,0.933
OMN,Oman,358,General government net debt,National Currency,,,,,,,,,,,-0.312,-0.407,-0.263,0.148,0.68,0.725,0.837,0.702,1.351,1.356,0.46,0.312,0.027,-0.348,-0.753,-2.107,-2.714,-3.82,-4.075,-3.879,-4.013,-4.26,-4.387,-8.587,-8.469,-6.034,-0.853,3.191,9.309,10.654,13.635,14.435,14.672,15.018,15.03,14.945,14.837
OMN,Oman,359,General government gross debt,National Currency,,,,,,,,,,,0.916,1.191,1.4,1.399,1.621,1.604,1.667,1.685,2.224,2.15,2.004,2.13,1.657,1.617,1.585,1.145,1.238,1.114,1.108,1.487,1.558,1.484,1.653,1.672,1.684,4.1,7.625,12.149,15.765,17.606,19.702,20.319,20.365,20.507,20.321,20.036,19.727
OMN,Oman,360,Gross domestic product corresponding to fiscal year,National Currency,2.19,2.666,2.798,2.933,3.232,3.591,3.143,3.318,3.225,3.604,4.493,4.361,4.788,4.804,4.967,5.307,5.874,6.09,5.382,5.996,7.501,7.479,7.745,8.318,9.522,11.951,14.309,16.182,23.418,18.605,21.935,26.153,29.459,30.293,31.174,26.5,25.177,27.145,30.679,29.349,24.297,28.497,30.484,31.246,32.021,32.762,33.735
OMN,Oman,362,Volume of imports (% change),Percent change,32.922,20.762,24.988,-5.672,14.124,15.717,-34.03,-30.995,9.564,0.9,11.2,16.836,16.887,13.7,-12.899,4.818,2.519,10.557,18.572,-13.884,7.059,17.757,6.348,2.65,17.552,-5.225,14.054,36.027,28.355,-20.402,-4.653,10.723,23.695,27.606,-8.303,7.324,-17.14,8.516,-3.26,-16.587,-11.838,-0.018,9.49,4.571,2.945,3.465,3.203
OMN,Oman,363,Volume of exports (% change),Percent change,-6.527,20.164,0.952,14.436,5.387,18.689,14.817,3.833,12.36,1.32,8.1,-2.524,15.913,5.176,5.242,1.498,8.685,9.624,-6.561,6.247,13.381,8.428,0.32,-7.366,-6.995,7.321,0.21,,19.031,-1.757,6.282,4.182,11.367,10.062,1.674,1.842,-12.479,2.299,5.941,-2.206,1.492,-12.947,19.886,3.112,4.083,2.786,1.986
OMN,Oman,2777,General government total expenditure,% of GDP,,,,,,,,,,,41.849,42.926,46.012,45.914,45.559,43.839,38.38,36.781,41.414,39.079,35.626,37.99,39.091,38.823,39.052,34.987,34.386,35.26,29.325,38.244,34.845,39.303,44.071,44.855,47.356,50.874,51.188,45.773,45.099,44.114,51.643,38.079,37.676,37.763,36.601,35.783,35.223
OMN,Oman,2779,General government net lending/borrowing,% of GDP,,,,,,,,,,,5.475,0.133,-5.56,-7.836,-8.557,-4.47,2.543,5.471,-5.01,0.347,13.876,8.613,6.085,6.768,6.223,12.805,13.988,12.038,16.797,-0.31,5.634,9.387,4.647,4.678,-1.08,-15.943,-20.984,-12.554,-8.335,-6.665,-17.317,-4.368,-1.523,-1.488,-0.239,0.145,0.252
OMN,Oman,2783,General government primary net lending/borrowing,% of GDP,,,,,,,,,,,4.995,-0.958,-5.773,-8.239,-8.644,-4.061,2.926,5.844,-4.954,0.915,14.199,8.504,5.691,4.632,5.422,11.942,12.618,10.501,15.581,-1.343,4.74,8.916,3.341,2.568,-2.123,-16.127,-21.796,-13.373,-6.854,-4.99,-14.385,-2.529,0.934,1.412,2.493,3.006,2.765
OMN,Oman,2785,General government net debt,% of GDP,,,,,,,,,,,-6.954,-9.339,-5.487,3.091,13.681,13.657,14.241,11.525,25.105,22.609,6.139,4.174,0.343,-4.178,-7.908,-17.633,-18.964,-23.606,-17.403,-20.848,-18.296,-16.288,-14.893,-28.347,-27.165,-22.769,-3.389,11.754,30.344,36.302,56.118,50.653,48.128,48.062,46.938,45.618,43.98
OMN,Oman,2787,General government gross debt,% of GDP,,,,,,,,,,,20.382,27.314,29.246,29.121,32.631,30.216,28.38,27.67,41.323,35.865,26.722,28.482,21.398,19.436,16.647,9.582,8.653,6.884,4.732,7.992,7.104,5.676,5.61,5.519,5.401,15.47,30.283,44.757,51.389,59.986,81.085,71.302,66.805,65.632,63.461,,58.477
OMN,Oman,3092,"Inflation, average consumer prices",Percent change,10.011,6.4,2.538,-2.074,-7.358,-3.971,7.644,2.561,1.589,1.564,10.011,4.6,0.956,1.136,-0.655,-1.131,0.496,-0.36,0.429,0.512,-1.197,-0.841,-0.286,0.185,0.757,1.861,3.204,5.892,12.56,3.537,3.256,4.032,2.936,1.246,1.011,0.065,1.109,1.597,0.881,0.134,-0.904,3.772,2.403,2.81,0.951,0.94,0.94
PAK,Pakistan,345,Total investment (% of GDP),% of GDP,20.003,18.484,18.874,18.466,17.951,17.966,18.516,18.965,17.849,18.788,18.935,19.026,20.237,20.821,19.546,18.546,18.997,17.919,17.711,15.565,17.227,16.996,16.583,16.758,16.578,19.081,19.332,18.787,19.206,17.549,15.805,14.121,15.076,14.957,14.635,15.707,15.686,16.151,17.342,15.611,15.407,15.518,15.891,16.271,16.583,16.85,17.345
PAK,Pakistan,346,Gross national savings (% of GDP),% of GDP,15.441,15.046,14.695,16.611,14.895,13.391,15.222,16.738,14.156,14.754,16.299,16.126,18.56,15.836,17.098,15.81,13.956,13.51,15.614,13.152,16.957,17.414,20.203,21.283,18.313,17.83,15.763,14.343,11.082,12.009,13.572,14.221,12.988,13.875,13.352,14.665,13.902,12.122,11.211,10.745,14.276,13.995,14.053,14.231,14.163,14.154,14.459
PAK,Pakistan,347,"Inflation, average consumer prices",Index,6.282,7.033,7.445,7.925,8.405,8.873,9.18,9.611,10.46,11.285,12.306,13.86,14.532,15.96,17.759,20.072,22.236,25.088,26.803,28.341,29.357,30.652,31.736,32.721,34.214,37.388,40.351,43.486,48.702,58.231,64.114,72.873,80.892,86.847,94.334,98.602,101.426,105.633,109.779,117.177,129.763,141.001,152.298,163.372,174.044,185.338,197.318
PAK,Pakistan,352,Population (WEO),Value,80.379,82.756,85.203,87.651,90.098,92.565,95.071,97.597,100.152,102.726,105.7,108.04,112.61,115.54,118.5,121.48,124.49,127.51,130.56,133.61,136.64,140.36,143.17,146.75,149.65,152.53,155.37,158.17,164.66,168.18,171.73,175.31,178.91,182.53,186.19,189.87,193.56,197.26,200.96,204.729,208.57,212.482,216.467,220.527,224.664,228.878,233.171
PAK,Pakistan,354,General government total expenditure,National Currency,,,,,,,,,,,,,,370.493,370.493,426.373,520.837,545.187,618.419,636.075,711.329,732.345,866.221,845.978,922.946,1116.54,1401.82,1800,2280.97,2544.2,3023.52,3536.36,4341.22,4884.79,5057.75,5425.83,5796.27,6800.52,7488.32,8345.24,9649,10476.86,11731.4,12674.48,14183.79,15505,16834.87
PAK,Pakistan,355,General government net lending/borrowing,National Currency,,,,,,,,,,,,,,-120.46,-92.601,-118.94,-150.258,-153.509,-195.412,-147.471,-165.336,-138.839,-159.011,-7.758,-98.293,-197.147,-269.964,-472.78,-750.97,-666.287,-893.897,-1230,-1730.19,-1873.41,-1221.23,-1441.81,-1283.89,-1838.53,-2223.35,-3411.52,-3342.85,-3266.5,-2870.51,-2329.81,-2566,-2568.6,-2402.88
PAK,Pakistan,357,General government primary net lending/borrowing,National Currency,,,,,,,,,,,,,,-37.76,1.427,-22.531,-19.261,4.24,0.839,65.788,79.742,95.631,86.252,199.422,97.968,13.049,-32.845,-103.983,-261.289,-28.497,-251.705,-531.913,-841.145,-882.444,-73.472,-138.124,-20.503,-490.096,-723.431,-1320.39,-722.846,-453.015,189.408,941.742,1112.21,1217.81,1350.29
PAK,Pakistan,358,General government net debt,National Currency,,,,,,,,,,,,,,,,,,,,,,3553.43,3487.42,3487.84,3623.23,3811.4,4001.94,4344.96,5651.41,7220.71,8428.01,10220.27,11907.57,13592.49,14620.41,15982.83,17815.08,19633.93,23021.54,29300.24,33224.73,36963.07,40223.94,42765.46,45352.14,47902.53,50610.17
PAK,Pakistan,359,General government gross debt,National Currency,,,,,,,,,,,,,,,1492.45,1594.9,1819.3,2093.45,2349.37,2912.04,3174.38,3684.66,3650.1,3707.17,3852.21,4126.72,4431.39,4852.23,6127.72,7746.96,9027.58,10779.01,12714.06,14428.21,15989.1,17376.95,19668.56,21407.22,24950.46,32487.39,36387.99,40126.34,43387.2,45928.73,48515.4,51065.79,53773.43
PAK,Pakistan,360,Gross domestic product corresponding to fiscal year,National Currency,306.285,362.325,422.188,474.581,546.754,614.942,670.132,745.603,879.634,1001.31,1121.54,1332.21,1579.17,1746.42,2045.51,2444.91,2778.05,3181.81,3508.52,3850.14,4123.72,4537.33,4798.99,5254.89,6079.32,7005.35,8216.16,9239.79,10637.77,13199.71,14867,18276.44,20046.5,22385.66,25168.81,27443.02,29075.63,31922.3,34616.3,37972.31,41726.68,45778.23,52056.77,59104.5,65910.68,73520.97,82135.7
PAK,Pakistan,362,Volume of imports (% change),Percent change,1.807,-9.514,7.154,7.537,7.278,8.82,-2.369,1.916,-3.383,8.301,-3.5,5.351,5.101,14.379,-5.347,6.108,17.219,-8.025,-2.688,2.658,-7.874,4.075,0.051,6.343,0.115,22.981,19.439,6.006,7.675,-0.23,-2.196,4.679,0.51,2.476,7.672,13.495,16.179,14.917,7.908,-6.125,-14.112,7.981,6.965,8.356,6.527,5.73,5.509
PAK,Pakistan,363,Volume of exports (% change),Percent change,23.568,2.491,-6.906,27.157,-17.356,20.406,17.786,10.544,9.176,8.469,10.1,16.991,18.299,4.817,-5.459,6.821,1.975,0.531,11.19,-2.896,11.294,12.167,12.302,12.807,2.355,10.542,8.034,0.951,1.789,-5.81,0.362,11.339,-3.533,4.617,3.266,0.849,-1.249,-0.967,9.811,-6.226,-0.995,6.684,4.72,5.612,4.026,3.172,3.259
PAK,Pakistan,2777,General government total expenditure,% of GDP,,,,,,,,,,,,,,21.214,18.113,17.439,18.748,17.135,17.626,16.521,17.25,16.14,18.05,16.099,15.182,15.938,17.062,19.481,21.442,19.275,20.337,19.349,21.656,21.821,20.095,19.771,19.935,21.303,21.632,21.977,23.124,22.886,22.536,21.444,21.52,21.089,20.496
PAK,Pakistan,2779,General government net lending/borrowing,% of GDP,,,,,,,,,,,,,,-6.898,-4.527,-4.865,-5.409,-4.825,-5.57,-3.83,-4.009,-3.06,-3.313,-0.148,-1.617,-2.814,-3.286,-5.117,-7.059,-5.048,-6.013,-6.73,-8.631,-8.369,-4.852,-5.254,-4.416,-5.759,-6.423,-8.984,-8.011,-7.135,-5.514,-3.942,-3.893,-3.494,-2.926
PAK,Pakistan,2783,General government primary net lending/borrowing,% of GDP,,,,,,,,,,,,,,-2.162,0.07,-0.922,-0.693,0.133,0.024,1.709,1.934,2.108,1.797,3.795,1.611,0.186,-0.4,-1.125,-2.456,-0.216,-1.693,-2.91,-4.196,-3.942,-0.292,-0.503,-0.071,-1.535,-2.09,-3.477,-1.732,-0.99,0.364,1.593,1.687,1.656,1.644
PAK,Pakistan,2785,General government net debt,% of GDP,,,,,,,,,,,,,,,,,,,,,,78.316,72.67,66.373,59.599,54.407,48.708,47.024,53.126,54.704,56.689,55.92,59.4,60.72,58.089,58.24,61.272,61.505,66.505,77.162,79.625,80.744,77.269,72.356,68.808,65.155,61.618
PAK,Pakistan,2787,General government gross debt,% of GDP,,,,,,,,,,,,,,,72.962,65.233,65.488,65.794,66.962,75.635,76.979,81.208,76.06,70.547,63.366,58.908,53.935,52.515,57.603,58.69,60.722,58.978,63.423,64.453,63.527,63.32,67.646,67.06,72.077,85.555,87.206,87.654,83.346,77.708,73.608,69.457,65.469
PAK,Pakistan,3092,"Inflation, average consumer prices",Percent change,11.927,11.949,5.862,6.446,6.056,5.564,3.467,4.692,8.835,7.882,9.051,12.628,4.849,9.827,11.268,13.028,10.782,12.825,6.836,5.738,3.587,4.409,3.535,3.104,4.566,9.277,7.923,7.77,11.995,19.566,10.103,13.661,11.004,7.361,8.621,4.525,2.864,4.148,3.925,6.738,10.741,8.66,8.012,7.272,6.532,6.49,6.464
PAK,Pakistan,3296,Unemployment rate (% of total labor force) (WEO),%,,,,3.85,3.75,3.65,3.3,3.071,3.142,3.141,3.13,5.85,5.85,4.73,4.84,5.37,5.37,6.12,5.89,5.89,7.82,7.82,8.27,8.27,7.69,7.69,6.2,5.2,5.2,5.46,5.55,5.95,5.95,5.975,6,5.9,5.958,6.018,5.55,4.08,4.5,5,4.8,4.7,4.6,4.5,4.5
PAN,Panama,345,Total investment (% of GDP),% of GDP,27.863,31.298,28.585,24.715,18.557,19.247,20.125,24.215,6.575,3.797,11.914,17.718,23.361,29.014,29.521,31.308,30.455,29.51,31.531,30.193,28.397,20.612,18.406,22.401,22.015,21.764,23.192,36.044,42.328,31.432,38.213,38.637,43.689,44.008,44.309,42.756,40.499,41.731,41.453,39.292,28.547,32.52,34.324,35.124,35.753,35.969,36.411
PAN,Panama,346,Gross national savings (% of GDP),% of GDP,14.335,16.049,14.277,15.22,10.562,12.571,15.884,18.015,10.502,3.543,12.374,10.723,14.319,20.387,22.406,21.191,20.863,24.495,19.783,17.209,16.925,15.052,13.915,13.422,10.356,12.424,15.138,28.826,31.83,30.649,27.639,25.599,34.45,35.053,30.933,33.793,32.715,35.812,33.803,34.302,27.968,28.602,30.617,32.082,32.965,33.32,33.89
PAN,Panama,347,"Inflation, average consumer prices",Index,49.418,53.026,55.28,56.442,57.335,57.924,57.885,58.462,58.672,58.74,59.192,60.108,61.16,61.453,62.271,62.856,63.65,64.449,64.854,65.697,66.647,66.856,67.524,67.563,67.884,69.825,71.542,74.524,81.051,83.004,85.902,90.949,96.131,100.003,102.626,102.767,103.527,104.433,105.229,104.855,103.229,103.338,104.487,106.577,108.708,110.882,113.1
PAN,Panama,352,Population (WEO),Value,1.982,2.03,2.078,2.127,2.176,2.225,2.274,2.324,2.374,2.424,2.474,2.527,2.581,2.636,2.691,2.747,2.804,2.862,2.921,2.98,3.041,3.102,3.164,3.227,3.289,3.351,3.413,3.476,3.538,3.6,3.662,3.724,3.788,3.851,3.913,3.975,4.037,4.098,4.159,4.219,4.279,4.337,4.395,4.453,4.51,4.566,4.621
PAN,Panama,354,General government total expenditure,National Currency,,,,,,,,,,,,,,,2.077,2.226,1.855,2.367,2.767,2.92,2.953,3.085,3.212,3.493,3.688,3.856,4.186,4.818,5.917,6.37,7.322,8.416,9.533,10.962,11.614,11.965,12.79,13.788,14.913,14.768,15.145,16.007,15.026,15.626,16.241,17.201,18.463
PAN,Panama,355,General government net lending/borrowing,National Currency,,,,,,,,,,,,,,,-0.275,-0.227,0.164,-0.085,-0.306,-0.118,-0.071,-0.275,-0.404,-0.609,-0.694,-0.405,0.088,0.682,0.097,-0.239,-0.504,-0.647,-0.568,-1.015,-1.561,-1.31,-1.144,-1.346,-2.074,-2.385,-5.402,-4.369,-2.532,-2.044,-1.48,-1.195,-1.243
PAN,Panama,356,General government structural balance,National Currency,,,,,,,,,,,,,,,,,0.196,-0.148,-0.417,-0.206,-0.124,-0.255,-0.347,-0.538,-0.664,-0.368,0.116,0.507,-0.233,-0.156,-0.276,-0.626,-0.693,-1.113,-1.531,-1.285,-1.158,-1.641,-2.615,-3.228,-3.795,-3.609,-1.977,-1.729,-1.433,-1.195,-1.243
PAN,Panama,357,General government primary net lending/borrowing,National Currency,,,,,,,,,,,,,,,0.086,0.198,0.446,0.215,-0.011,0.207,0.316,0.128,-0.007,-0.129,-0.173,0.199,0.759,1.27,0.729,0.349,0.158,-0.004,-0.042,-0.215,-0.754,-0.433,-0.198,-0.335,-0.957,-1.28,-4.144,-2.947,-1.014,-0.492,0.091,0.416,0.367
PAN,Panama,358,General government net debt,National Currency,,,,,,,,,,,,,,,5.079,5.079,5.08,5.081,5.32,5.289,5.212,5.715,5.854,4.966,6.408,7.016,7.342,6.689,6.481,5.848,7.273,7.663,8.427,8.965,9.838,10.911,11.758,14.242,16.815,19.456,21.7,26.069,28.601,30.645,32.125,33.32,34.563
PAN,Panama,359,General government gross debt,National Currency,,,,,,,,,,,,,,,6.766,6.767,6.768,6.769,7.087,7.045,6.944,7.613,7.798,8.145,9.294,10.231,10.46,10.471,10.437,10.98,11.628,12.814,14.265,15.945,17.971,19.202,20.176,21.643,23.952,28.013,33.592,36.432,38.515,40.873,42.686,44.237,45.856
